barrio_code,barrio_name,latitude,longitude,demand_type,id,building_type
83,Penagrande,4481491.665,439442.1841,residential,1039,apartments
83,Penagrande,4481432.171,439334.3082,residential,1040,apartments
83,Penagrande,4481446.375,439325.0199,residential,1041,apartments
83,Penagrande,4481464.203,439271.8928,residential,1042,apartments
83,Penagrande,4481451.637,439315.1782,residential,1043,apartments
83,Penagrande,4481461.421,439289.3835,residential,1044,yes
83,Penagrande,4481471.726,439323.9688,residential,1045,apartments
83,Penagrande,4481468.988,439255.779,residential,1046,apartments
83,Penagrande,4481497.769,439258.753,residential,1047,apartments
83,Penagrande,4481519.025,439434.8437,residential,1048,apartments
83,Penagrande,4481525.729,439446.516,residential,1049,apartments
83,Penagrande,4481540.315,439462.9697,residential,1050,yes
83,Penagrande,4481550.617,439493.3831,residential,1051,yes
83,Penagrande,4481553.699,439486.013,residential,1052,yes
83,Penagrande,4481573.262,439432.5074,residential,1053,yes
83,Penagrande,4481503.987,439164.1512,residential,1054,apartments
83,Penagrande,4481626.471,439055.7979,residential,1055,yes
83,Penagrande,4481592.628,439199.9492,residential,1056,yes
83,Penagrande,4481649.289,439081.7096,residential,1057,yes
83,Penagrande,4481669.381,439121.5952,residential,1058,yes
83,Penagrande,4481703.698,439130.6769,residential,1059,yes
83,Penagrande,4481689.838,439146.6413,residential,1060,yes
83,Penagrande,4481700.914,439039.5804,residential,1061,yes
83,Penagrande,4481677.546,438905.3472,residential,1062,apartments
83,Penagrande,4481686.047,438913.3802,residential,1063,apartments
83,Penagrande,4481689.103,438961.8353,residential,1064,yes
83,Penagrande,4481700.499,438915.9102,residential,1065,apartments
83,Penagrande,4481705.028,438909.0641,residential,1066,apartments
83,Penagrande,4481762.278,438918.2347,residential,1067,yes
83,Penagrande,4481887.299,438946.6966,residential,1068,residential
84,Pilar,4480394.841,439881.5272,residential,1069,apartments
84,Pilar,4480372.935,439940.7739,residential,1070,apartments
84,Pilar,4480395.33,439961.4219,residential,1071,yes
84,Pilar,4480396.493,440011.2744,residential,1072,apartments
84,Pilar,4480384.99,439740.9739,residential,1073,apartments
84,Pilar,4480407.212,439801.9272,residential,1074,apartments
84,Pilar,4480403.447,439828.8452,residential,1075,yes
84,Pilar,4480439.349,439739.4411,residential,1076,residential
84,Pilar,4480425.809,439749.4332,residential,1077,residential
84,Pilar,4480441.199,439761.6951,residential,1078,residential
84,Pilar,4480449.28,439818.8278,residential,1079,yes
84,Pilar,4480459.721,439799.2955,residential,1080,apartments
84,Pilar,4480454.976,439727.566,residential,1081,yes
84,Pilar,4480454.914,439899.7254,residential,1082,apartments
84,Pilar,4480451.32,439888.1047,residential,1083,apartments
84,Pilar,4480463.41,439870.1237,residential,1084,apartments
84,Pilar,4480468.774,439965.4677,residential,1085,apartments
84,Pilar,4480477.931,439956.3943,residential,1086,apartments
84,Pilar,4480477.072,439936.6731,residential,1087,apartments
84,Pilar,4480476.107,439903.6361,residential,1088,apartments
84,Pilar,4480493.776,439886.0938,residential,1089,apartments
84,Pilar,4480509.811,439971.428,residential,1090,apartments
84,Pilar,4480520.009,439937.6376,residential,1091,apartments
84,Pilar,4480386.374,440068.2273,residential,1092,apartments
84,Pilar,4480444.227,440113.9456,residential,1093,yes
84,Pilar,4480393.275,440143.6418,residential,1094,apartments
84,Pilar,4480552.001,440092.0472,residential,1095,apartments
84,Pilar,4480552.311,440159.3607,residential,1096,apartments
84,Pilar,4480587.34,440075.8297,residential,1097,apartments
84,Pilar,4480578.574,440131.0415,residential,1098,apartments
84,Pilar,4480596.774,440128.9639,residential,1099,apartments
84,Pilar,4480606.417,440068.5589,residential,1100,apartments
84,Pilar,4480652.632,440156.9429,residential,1101,apartments
84,Pilar,4480468.668,439797.2503,residential,1102,apartments
84,Pilar,4480468.652,439859.393,residential,1103,apartments
84,Pilar,4480471.187,439851.3086,residential,1104,apartments
84,Pilar,4480477.493,439837.8209,residential,1105,apartments
84,Pilar,4480482.235,439804.1408,residential,1106,apartments
84,Pilar,4480499.082,439767.6373,residential,1107,apartments
84,Pilar,4480497.123,439744.455,residential,1108,apartments
84,Pilar,4480512.23,439738.2761,residential,1109,apartments
84,Pilar,4480528.173,439743.4062,residential,1110,apartments
84,Pilar,4480601.845,439776.137,residential,1111,yes
84,Pilar,4480588.314,440357.3136,residential,1112,apartments
84,Pilar,4480602.911,440348.2306,residential,1113,apartments
84,Pilar,4480611.918,440402.946,residential,1114,apartments
84,Pilar,4480619.784,440311.3853,residential,1115,apartments
84,Pilar,4480633.631,440396.2253,residential,1116,apartments
84,Pilar,4480671.36,440328.0392,residential,1117,yes
84,Pilar,4480691.503,440393.4993,residential,1118,apartments
84,Pilar,4480705.464,440364.8002,residential,1119,apartments
84,Pilar,4480437.66,440202.4751,residential,1120,apartments
84,Pilar,4480457.058,440236.1751,residential,1121,yes
84,Pilar,4480553.589,440226.9817,residential,1122,apartments
84,Pilar,4480560.252,440298.274,residential,1123,apartments
84,Pilar,4480573.247,440200.4542,residential,1124,apartments
84,Pilar,4480601.169,440275.7963,residential,1125,apartments
84,Pilar,4480603.188,440186.0396,residential,1126,apartments
84,Pilar,4480610.694,440259.413,residential,1127,apartments
84,Pilar,4480668.775,440227.4849,residential,1128,apartments
84,Pilar,4480513.608,439915.0603,residential,1129,apartments
84,Pilar,4480517.842,439905.8457,residential,1130,apartments
84,Pilar,4480764.406,440020.8917,residential,1131,yes
84,Pilar,4480777.695,439982.3541,residential,1132,yes
84,Pilar,4480789.279,440019.4081,residential,1133,roof
84,Pilar,4480792.77,440028.7223,residential,1134,yes
84,Pilar,4480835.174,439907.7033,residential,1135,apartments
84,Pilar,4480844.783,439904.1053,residential,1136,apartments
84,Pilar,4480843.721,439967.3632,residential,1137,apartments
84,Pilar,4480665.421,440080.6394,residential,1138,apartments
84,Pilar,4480678.485,440084.4261,residential,1139,apartments
84,Pilar,4480679.882,440151.4477,residential,1140,apartments
84,Pilar,4480710.358,440115.3218,residential,1141,apartments
84,Pilar,4480801.649,440083.6905,residential,1142,church
84,Pilar,4480887.435,440089.0102,residential,1143,yes
84,Pilar,4480918.964,440149.2708,residential,1144,yes
84,Pilar,4480912.176,440057.98,residential,1145,apartments
84,Pilar,4480674.009,440276.6891,residential,1146,apartments
84,Pilar,4480697.708,440225.8541,residential,1147,apartments
84,Pilar,4480706.837,440285.6035,residential,1148,apartments
84,Pilar,4480721.077,440174.2581,residential,1149,apartments
84,Pilar,4480704.522,440234.5592,residential,1150,apartments
84,Pilar,4480727.729,440295.7107,residential,1151,apartments
84,Pilar,4480869.681,440250.2803,residential,1152,yes
84,Pilar,4480913.178,440212.2304,residential,1153,yes
84,Pilar,4480830.74,439933.5958,residential,1154,yes
84,Pilar,4480856.868,439910.7939,residential,1155,apartments
84,Pilar,4480858.518,440026.0188,residential,1156,apartments
84,Pilar,4480860.765,439976.7333,residential,1157,apartments
84,Pilar,4480860.73,439891.6384,residential,1158,apartments
84,Pilar,4480863.708,439871.4823,residential,1159,apartments
84,Pilar,4480873.924,440024.0319,residential,1160,apartments
84,Pilar,4480870.562,439963.225,residential,1161,apartments
84,Pilar,4480878.08,439856.7545,residential,1162,apartments
84,Pilar,4480888.091,439923.3259,residential,1163,apartments
84,Pilar,4480890.14,440025.4544,residential,1164,apartments
84,Pilar,4480896.855,439916.0827,residential,1165,apartments
84,Pilar,4480901.933,440029.0629,residential,1166,apartments
84,Pilar,4480907.321,439998.2607,residential,1167,apartments
84,Pilar,4480910.56,439918.2713,residential,1168,apartments
84,Pilar,4480915.96,439995.4626,residential,1169,apartments
84,Pilar,4480918.372,439910.3513,residential,1170,apartments
84,Pilar,4480926.802,439990.2239,residential,1171,apartments
84,Pilar,4480920.915,439886.4796,residential,1172,apartments
84,Pilar,4480923.342,440017.668,residential,1173,barn
84,Pilar,4480929.552,439949.1355,residential,1174,yes
84,Pilar,4480933.29,439989.7037,residential,1175,apartments
84,Pilar,4480944.457,439881.933,residential,1176,apartments
84,Pilar,4480942.957,440050.6621,residential,1177,apartments
84,Pilar,4480955.36,440047.8023,residential,1178,apartments
84,Pilar,4480959.893,439880.6568,residential,1179,apartments
84,Pilar,4480949.561,440009.6345,residential,1180,apartments
84,Pilar,4480965.525,440001.1105,residential,1181,apartments
84,Pilar,4480973.355,439935.5568,residential,1182,yes
84,Pilar,4480925.279,440051.3296,residential,1183,apartments
84,Pilar,4480974.669,440107.0564,residential,1184,yes
84,Pilar,4480988.143,440164.3772,residential,1185,apartments
84,Pilar,4480988.424,440062.6978,residential,1186,roof
84,Pilar,4481025.206,440121.1749,residential,1187,yes
84,Pilar,4481037.24,440093.7329,residential,1188,apartments
84,Pilar,4481044.044,440080.4324,residential,1189,apartments
84,Pilar,4481048.525,440142.5361,residential,1190,apartments
84,Pilar,4481061.88,440086.7012,residential,1191,apartments
84,Pilar,4481060.599,440136.2158,residential,1192,apartments
84,Pilar,4480985.188,439912.0403,residential,1193,apartments
84,Pilar,4480978.59,439996.2161,residential,1194,apartments
84,Pilar,4481000.156,439901.7803,residential,1195,apartments
84,Pilar,4480999.906,439969.3674,residential,1196,apartments
84,Pilar,4480994.79,439987.5205,residential,1197,yes
84,Pilar,4481012.106,439897.6299,residential,1198,apartments
84,Pilar,4481010.449,439963.249,residential,1199,apartments
84,Pilar,4481008.571,440026.0759,residential,1200,apartments
84,Pilar,4481028.839,439956.933,residential,1201,apartments
84,Pilar,4481025.778,440023.0203,residential,1202,apartments
84,Pilar,4481038.896,439924.7165,residential,1203,apartments
84,Pilar,4481039.575,440009.0782,residential,1204,apartments
84,Pilar,4481050.826,439924.5284,residential,1205,apartments
84,Pilar,4481076.521,439958.6748,residential,1206,church
84,Pilar,4481071.351,439915.8706,residential,1207,apartments
84,Pilar,4481064.332,440040.8356,residential,1208,apartments
84,Pilar,4481078.667,440041.8075,residential,1209,apartments
84,Pilar,4481094.878,439947.0597,residential,1210,yes
84,Pilar,4480596.263,440417.1819,residential,1211,apartments
84,Pilar,4480768.615,440374.0129,residential,1212,apartments
84,Pilar,4480759.108,440362.623,residential,1213,apartments
84,Pilar,4480817.643,440378.7828,residential,1214,apartments
84,Pilar,4480818.862,440337.4387,residential,1215,apartments
84,Pilar,4480856.522,440332.6602,residential,1216,yes
84,Pilar,4480889.861,440348.3232,residential,1217,apartments
84,Pilar,4480880.8,440331.1152,residential,1218,apartments
84,Pilar,4480947.671,440341.1246,residential,1219,apartments
84,Pilar,4480964.168,440324.0719,residential,1220,apartments
84,Pilar,4480931.918,440277.7342,residential,1221,apartments
84,Pilar,4480938.722,440267.6714,residential,1222,apartments
84,Pilar,4480946.079,440267.0408,residential,1223,apartments
84,Pilar,4480963.196,440264.3306,residential,1224,apartments
84,Pilar,4480960.386,440227.7001,residential,1225,apartments
84,Pilar,4480975.531,440240.2487,residential,1226,apartments
84,Pilar,4480981.583,440295.354,residential,1227,apartments
84,Pilar,4480989.369,440225.9313,residential,1228,apartments
84,Pilar,4480998.704,440298.251,residential,1229,apartments
84,Pilar,4480970.602,440333.3276,residential,1230,apartments
84,Pilar,4481034.568,440305.6037,residential,1231,apartments
84,Pilar,4481047.252,440305.2058,residential,1232,apartments
84,Pilar,4481051.455,440300.0185,residential,1233,apartments
84,Pilar,4481003.36,440223.4396,residential,1234,apartments
84,Pilar,4481006.321,440284.5078,residential,1235,apartments
84,Pilar,4481020.139,440289.4396,residential,1236,apartments
84,Pilar,4481014.295,440245.3622,residential,1237,apartments
84,Pilar,4481027.672,440240.0104,residential,1238,apartments
84,Pilar,4481054.1,440237.2715,residential,1239,apartments
84,Pilar,4481056.525,440238.2425,residential,1240,chapel
84,Pilar,4481057.832,440204.6986,residential,1241,apartments
84,Pilar,4481078.294,440310.4201,residential,1242,apartments
84,Pilar,4481132.193,440282.1019,residential,1243,yes
84,Pilar,4481142.931,440218.5993,residential,1244,apartments
84,Pilar,4481075.754,440132.5273,residential,1245,apartments
84,Pilar,4481084.157,440100.1926,residential,1246,apartments
84,Pilar,4481098.386,440107.499,residential,1247,apartments
84,Pilar,4481095.744,440173.1199,residential,1248,yes
84,Pilar,4481103.975,440091.1869,residential,1249,apartments
84,Pilar,4481112.394,440157.7198,residential,1250,yes
84,Pilar,4481114.566,440100.6997,residential,1251,apartments
84,Pilar,4481075.479,440213.6329,residential,1252,apartments
84,Pilar,4481079.699,440270.3898,residential,1253,apartments
84,Pilar,4481096.013,440197.1856,residential,1254,apartments
84,Pilar,4481092.91,440264.5997,residential,1255,apartments
84,Pilar,4481104.527,440289.8998,residential,1256,yes
84,Pilar,4481103.051,440272.5705,residential,1257,apartments
84,Pilar,4481111.588,440235.9465,residential,1258,apartments
84,Pilar,4481125.697,440229.9219,residential,1259,apartments
84,Pilar,4481136.21,440226.1719,residential,1260,apartments
84,Pilar,4481172.52,439821.9871,residential,1261,yes
84,Pilar,4481258.721,439847.5405,residential,1262,yes
84,Pilar,4481445.224,439765.3349,residential,1263,apartments
84,Pilar,4481453.472,439797.3358,residential,1264,apartments
84,Pilar,4481452.799,439820.5336,residential,1265,apartments
84,Pilar,4481534.186,439750.7081,residential,1266,apartments
84,Pilar,4481544.364,439778.2447,residential,1267,apartments
84,Pilar,4481558.625,439873.4075,residential,1268,apartments
84,Pilar,4481590.584,439762.6099,residential,1269,yes
84,Pilar,4481102.1,440042.9067,residential,1270,apartments
84,Pilar,4481197.244,439900.9977,residential,1271,yes
84,Pilar,4481310.719,439951.6104,residential,1272,yes
84,Pilar,4481468.661,439872.8657,residential,1273,apartments
84,Pilar,4481469.967,439907.8497,residential,1274,apartments
84,Pilar,4481555.352,439877.848,residential,1275,apartments
84,Pilar,4481621.937,440042.4127,residential,1276,yes
84,Pilar,4481663.174,439952.6816,residential,1277,apartments
84,Pilar,4481689.287,439981.21,residential,1278,apartments
84,Pilar,4481726.899,439989.9024,residential,1279,apartments
84,Pilar,4481649.224,440103.412,residential,1280,church
84,Pilar,4481615.175,439835.6608,residential,1281,apartments
84,Pilar,4481632.457,439794.6586,residential,1282,yes
84,Pilar,4481649.279,439841.7021,residential,1283,apartments
84,Pilar,4481651.514,439757.2232,residential,1284,yes
84,Pilar,4481677.991,439865.6481,residential,1285,apartments
84,Pilar,4481745.179,439855.1778,residential,1286,yes
84,Pilar,4481748.493,439767.1511,residential,1287,apartments
84,Pilar,4481774.136,439807.5133,residential,1288,apartments
84,Pilar,4481791.631,439827.0253,residential,1289,apartments
84,Pilar,4481775.79,439938.6064,residential,1290,yes
84,Pilar,4481786.696,439915.22,residential,1291,yes
84,Pilar,4481800.274,439885.4795,residential,1292,yes
84,Pilar,4480369.841,439476.43,residential,1293,yes
84,Pilar,4480367.018,439437.9,residential,1294,yes
84,Pilar,4480394.777,439419.6618,residential,1295,apartments
84,Pilar,4480395.277,439441.6638,residential,1296,apartments
84,Pilar,4480568.88,439396.0605,residential,1297,apartments
84,Pilar,4480342.603,439499.0324,residential,1298,residential
84,Pilar,4480339.588,439539.1721,residential,1299,yes
84,Pilar,4480354.026,439513.4211,residential,1300,residential
84,Pilar,4480375.02,439496.3127,residential,1301,residential
84,Pilar,4480377.811,439531.0437,residential,1302,yes
84,Pilar,4480404.062,439480.1768,residential,1303,yes
84,Pilar,4480408.08,439488.4979,residential,1304,apartments
84,Pilar,4480397.533,439499.8108,residential,1305,apartments
84,Pilar,4480401.784,439513.0111,residential,1306,apartments
84,Pilar,4480415.529,439534.7876,residential,1307,apartments
84,Pilar,4480401.344,439457.2528,residential,1308,apartments
84,Pilar,4480408.459,439458.4764,residential,1309,apartments
84,Pilar,4480447.116,439423.349,residential,1310,apartments
84,Pilar,4480446.516,439438.8016,residential,1311,apartments
84,Pilar,4480432.059,439446.4234,residential,1312,apartments
84,Pilar,4480440.638,439460.2087,residential,1313,apartments
84,Pilar,4480467.299,439412.2748,residential,1314,residential
84,Pilar,4480468.342,439424.5806,residential,1315,residential
84,Pilar,4480479.066,439446.6681,residential,1316,residential
84,Pilar,4480470.639,439469.5951,residential,1317,apartments
84,Pilar,4480412.508,439544.9112,residential,1318,yes
84,Pilar,4480422.34,439534.7966,residential,1319,yes
84,Pilar,4480434.678,439479.6038,residential,1320,yes
84,Pilar,4480443.963,439483.9517,residential,1321,apartments
84,Pilar,4480435.003,439509.5918,residential,1322,apartments
84,Pilar,4480439.599,439520.8367,residential,1323,apartments
84,Pilar,4480444.167,439530.1455,residential,1324,apartments
84,Pilar,4480444.601,439543.0433,residential,1325,apartments
84,Pilar,4480477.691,439485.5333,residential,1326,apartments
84,Pilar,4480475.482,439495.56,residential,1327,apartments
84,Pilar,4480505.318,439428.1208,residential,1328,apartments
84,Pilar,4480515.606,439434.0099,residential,1329,apartments
84,Pilar,4480516.068,439401.279,residential,1330,yes
84,Pilar,4480520.241,439447.5734,residential,1331,apartments
84,Pilar,4480520.236,439464.6826,residential,1332,apartments
84,Pilar,4480552.457,439405.9297,residential,1333,residential
84,Pilar,4480552.771,439410.5732,residential,1334,residential
84,Pilar,4480545.976,439438.5653,residential,1335,residential
84,Pilar,4480563.451,439441.2613,residential,1336,residential
84,Pilar,4480566.884,439457.1879,residential,1337,residential
84,Pilar,4480553.552,439465.2184,residential,1338,residential
84,Pilar,4480586.082,439403.8098,residential,1339,apartments
84,Pilar,4480583.312,439418.5002,residential,1340,apartments
84,Pilar,4480586.11,439441.3353,residential,1341,apartments
84,Pilar,4480596.837,439448.7392,residential,1342,apartments
84,Pilar,4480597.142,439462.1217,residential,1343,apartments
84,Pilar,4480609.821,439407.8116,residential,1344,residential
84,Pilar,4480620.631,439413.917,residential,1345,residential
84,Pilar,4480631.391,439420.5943,residential,1346,residential
84,Pilar,4480628.349,439436.5003,residential,1347,residential
84,Pilar,4480587.157,439531.3538,residential,1348,apartments
84,Pilar,4480594.374,439537.8382,residential,1349,apartments
84,Pilar,4480624.487,439485.6812,residential,1350,apartments
84,Pilar,4480624.783,439505.6685,residential,1351,apartments
84,Pilar,4480622.319,439517.9524,residential,1352,apartments
84,Pilar,4480627.535,439527.7076,residential,1353,apartments
84,Pilar,4480632.555,439540.9696,residential,1354,apartments
84,Pilar,4480650.21,439480.132,residential,1355,residential
84,Pilar,4480660.25,439518.9207,residential,1356,residential
84,Pilar,4480663.129,439482.351,residential,1357,residential
84,Pilar,4480611.096,439394.7867,residential,1358,residential
84,Pilar,4480651.635,439382.5753,residential,1359,apartments
84,Pilar,4480651.104,439389.2783,residential,1360,apartments
84,Pilar,4480673.401,439369.3947,residential,1361,yes
84,Pilar,4480700.34,439370.304,residential,1362,yes
84,Pilar,4480722.524,439358.7972,residential,1363,apartments
84,Pilar,4480163.146,439569.5444,residential,1364,yes
84,Pilar,4480254.104,439576.5765,residential,1365,yes
84,Pilar,4480409.238,439550.6612,residential,1366,yes
84,Pilar,4480410.57,439582.6046,residential,1367,residential
84,Pilar,4480418.817,439580.5513,residential,1368,residential
84,Pilar,4480432.1,439584.9722,residential,1369,residential
84,Pilar,4480445.258,439610.2786,residential,1370,yes
84,Pilar,4480482.002,439613.1642,residential,1371,residential
84,Pilar,4480479.757,439589.6633,residential,1372,yes
84,Pilar,4480474.2,439547.4666,residential,1373,apartments
84,Pilar,4480363.82,439681.9734,residential,1374,apartments
84,Pilar,4480340.288,439705.6978,residential,1375,yes
84,Pilar,4480417.677,439653.7697,residential,1376,apartments
84,Pilar,4480421.52,439704.1596,residential,1377,apartments
84,Pilar,4480433.386,439647.3036,residential,1378,apartments
84,Pilar,4480434.062,439700.3258,residential,1379,apartments
84,Pilar,4480453.196,439657.0366,residential,1380,apartments
84,Pilar,4480433.645,439669.7871,residential,1381,yes
84,Pilar,4480452.547,439706.758,residential,1382,apartments
84,Pilar,4480460.292,439645.3792,residential,1383,apartments
84,Pilar,4480468.431,439701.2968,residential,1384,apartments
84,Pilar,4480476.665,439674.1683,residential,1385,apartments
84,Pilar,4480474.867,439698.8279,residential,1386,apartments
84,Pilar,4480485.719,439675.518,residential,1387,apartments
84,Pilar,4480497.893,439659.4801,residential,1388,apartments
84,Pilar,4480519.099,439707.0039,residential,1389,apartments
84,Pilar,4480537.015,439706.0294,residential,1390,apartments
84,Pilar,4480542.529,439678.2755,residential,1391,apartments
84,Pilar,4480544.923,439711.2345,residential,1392,apartments
84,Pilar,4480547.949,439687.7715,residential,1393,apartments
84,Pilar,4480473.485,439512.8072,residential,1394,apartments
84,Pilar,4480472.813,439523.5864,residential,1395,apartments
84,Pilar,4480473.506,439534.234,residential,1396,apartments
84,Pilar,4480508.706,439498.0433,residential,1397,apartments
84,Pilar,4480516.329,439509.4089,residential,1398,apartments
84,Pilar,4480520.443,439523.1665,residential,1399,apartments
84,Pilar,4480509.517,439538.4922,residential,1400,apartments
84,Pilar,4480564.491,439525.7197,residential,1401,yes
84,Pilar,4480579.829,439502.4196,residential,1402,apartments
84,Pilar,4480591.227,439504.2358,residential,1403,apartments
84,Pilar,4480485.638,439555.2616,residential,1404,apartments
84,Pilar,4480474.517,439569.7001,residential,1405,residential
84,Pilar,4480493.062,439612.8112,residential,1406,residential
84,Pilar,4480510.228,439609.8099,residential,1407,residential
84,Pilar,4480518.878,439550.2161,residential,1408,apartments
84,Pilar,4480516.047,439563.9086,residential,1409,apartments
84,Pilar,4480507.91,439573.9371,residential,1410,apartments
84,Pilar,4480509.373,439587.0849,residential,1411,apartments
84,Pilar,4480562.406,439618.1877,residential,1412,church
84,Pilar,4480576.174,439581.7964,residential,1413,yes
84,Pilar,4480550.038,439630.4595,residential,1414,apartments
84,Pilar,4480562.511,439699.2085,residential,1415,apartments
84,Pilar,4480566.156,439645.1612,residential,1416,apartments
84,Pilar,4480580.06,439693.719,residential,1417,apartments
84,Pilar,4480570.847,439656.1617,residential,1418,apartments
84,Pilar,4480590.878,439691.4523,residential,1419,apartments
84,Pilar,4480591.695,439646.3323,residential,1420,apartments
84,Pilar,4480603.868,439695.8284,residential,1421,apartments
84,Pilar,4480599.666,439662.6921,residential,1422,apartments
84,Pilar,4480611.239,439699.7282,residential,1423,apartments
84,Pilar,4480591.022,439546.2773,residential,1424,apartments
84,Pilar,4480662.097,439547.424,residential,1425,apartments
84,Pilar,4480671.706,439554.4297,residential,1426,apartments
84,Pilar,4480663.857,439579.4784,residential,1427,apartments
84,Pilar,4480685.118,439598.6296,residential,1428,yes
84,Pilar,4480714.961,439555.1192,residential,1429,residential
84,Pilar,4480717.509,439573.6334,residential,1430,residential
84,Pilar,4480715.415,439581.0011,residential,1431,residential
84,Pilar,4480726.233,439593.003,residential,1432,residential
84,Pilar,4480731.77,439609.8302,residential,1433,residential
84,Pilar,4480618.466,439670.7897,residential,1434,apartments
84,Pilar,4480627.623,439673.8961,residential,1435,apartments
84,Pilar,4480627.191,439712.5186,residential,1436,apartments
84,Pilar,4480646.343,439668.5747,residential,1437,apartments
84,Pilar,4480638.367,439706.8696,residential,1438,apartments
84,Pilar,4480643.03,439640.6254,residential,1439,yes
84,Pilar,4480644.853,439676.7973,residential,1440,apartments
84,Pilar,4480711.849,439688.3501,residential,1441,yes
84,Pilar,4480785.39,439721.3449,residential,1442,apartments
84,Pilar,4480802.14,439798.0395,residential,1443,apartments
84,Pilar,4480792.447,439716.5624,residential,1444,apartments
84,Pilar,4480806.345,439789.3762,residential,1445,apartments
84,Pilar,4480818.633,439721.2974,residential,1446,apartments
84,Pilar,4480809.124,439857.5397,residential,1447,apartments
84,Pilar,4480814.699,439832.462,residential,1448,yes
84,Pilar,4480754.949,439542.2721,residential,1449,residential
84,Pilar,4480765.175,439563.4258,residential,1450,residential
84,Pilar,4480767.577,439578.5047,residential,1451,residential
84,Pilar,4480770.704,439585.481,residential,1452,residential
84,Pilar,4480781.042,439602.0884,residential,1453,residential
84,Pilar,4480783.049,439630.2629,residential,1454,apartments
84,Pilar,4480798.813,439627.1168,residential,1455,apartments
84,Pilar,4480815.811,439546.9419,residential,1456,residential
84,Pilar,4480815.599,439640.9405,residential,1457,apartments
84,Pilar,4480735.375,439644.9805,residential,1458,apartments
84,Pilar,4480749.586,439654.7706,residential,1459,apartments
84,Pilar,4480740.894,439665.4521,residential,1460,apartments
84,Pilar,4480747.928,439681.3342,residential,1461,apartments
84,Pilar,4480751.616,439691.1038,residential,1462,apartments
84,Pilar,4480773.32,439646.2361,residential,1463,apartments
84,Pilar,4480788.4,439651.6491,residential,1464,apartments
84,Pilar,4480784.027,439673.801,residential,1465,apartments
84,Pilar,4480782.577,439680.9691,residential,1466,apartments
84,Pilar,4480806.134,439653.3998,residential,1467,apartments
84,Pilar,4480811.907,439561.5053,residential,1468,residential
84,Pilar,4480821.587,439568.4845,residential,1469,residential
84,Pilar,4480813.25,439587.7272,residential,1470,residential
84,Pilar,4480846.487,439612.4879,residential,1471,apartments
84,Pilar,4480841.683,439582.8868,residential,1472,church
84,Pilar,4480845.836,439629.1127,residential,1473,apartments
84,Pilar,4480853.388,439550.7616,residential,1474,residential
84,Pilar,4480855.154,439556.2496,residential,1475,residential
84,Pilar,4480870.02,439577.8133,residential,1476,residential
84,Pilar,4480824.738,439777.7899,residential,1477,apartments
84,Pilar,4480831.917,439846.4201,residential,1478,apartments
84,Pilar,4480829.958,439777.3281,residential,1479,apartments
84,Pilar,4480840.06,439743.2226,residential,1480,apartments
84,Pilar,4480840.945,439842.8719,residential,1481,apartments
84,Pilar,4480851.8,439743.715,residential,1482,apartments
84,Pilar,4480852.363,439811.6687,residential,1483,apartments
84,Pilar,4480856.275,439746.7622,residential,1484,apartments
84,Pilar,4480862.137,439814.914,residential,1485,apartments
84,Pilar,4480877.214,439743.0974,residential,1486,apartments
84,Pilar,4480810.522,439669.1215,residential,1487,apartments
84,Pilar,4480824.671,439671.2121,residential,1488,apartments
84,Pilar,4480850.94,439645.3511,residential,1489,apartments
84,Pilar,4480852.625,439656.7674,residential,1490,apartments
84,Pilar,4480858.076,439661.0028,residential,1491,apartments
84,Pilar,4480874.86,439702.6743,residential,1492,apartments
84,Pilar,4480876.257,439642.7856,residential,1493,apartments
84,Pilar,4480881.286,439661.7658,residential,1494,apartments
84,Pilar,4480892.813,439706.4452,residential,1495,apartments
84,Pilar,4480871.371,439603.825,residential,1496,apartments
84,Pilar,4480866.462,439618.745,residential,1497,apartments
84,Pilar,4480877.865,439632.7842,residential,1498,apartments
84,Pilar,4480903.614,439586.0786,residential,1499,apartments
84,Pilar,4480916.267,439608.7701,residential,1500,apartments
84,Pilar,4480904.248,439546.8952,residential,1501,apartments
84,Pilar,4480924.469,439617.5827,residential,1502,apartments
84,Pilar,4480926.716,439562.3398,residential,1503,apartments
84,Pilar,4480920.774,439626.4459,residential,1504,apartments
84,Pilar,4480935.063,439584.3113,residential,1505,yes
84,Pilar,4480880.797,439803.1945,residential,1506,apartments
84,Pilar,4480880.888,439791.241,residential,1507,apartments
84,Pilar,4480897.674,439864.4737,residential,1508,apartments
84,Pilar,4480891.377,439765.1006,residential,1509,apartments
84,Pilar,4480906.219,439868.4681,residential,1510,apartments
84,Pilar,4480910.981,439753.3253,residential,1511,apartments
84,Pilar,4480928.062,439761.2188,residential,1512,apartments
84,Pilar,4480932.257,439721.0561,residential,1513,apartments
84,Pilar,4480902.352,439701.559,residential,1514,apartments
84,Pilar,4480912.847,439691.7082,residential,1515,apartments
84,Pilar,4480923.136,439645.4199,residential,1516,apartments
84,Pilar,4480947.529,439715.5389,residential,1517,apartments
84,Pilar,4480959.163,439717.8583,residential,1518,apartments
84,Pilar,4480963.559,439681.1248,residential,1519,apartments
84,Pilar,4480991.638,439679.8025,residential,1520,apartments
84,Pilar,4481007.987,439665.3523,residential,1521,apartments
84,Pilar,4480941.78,439785.8172,residential,1522,apartments
84,Pilar,4480962.546,439776.0212,residential,1523,apartments
84,Pilar,4480957.313,439842.8614,residential,1524,apartments
84,Pilar,4480975.155,439767.2167,residential,1525,apartments
